Timestamp,Attack_Type,Fold
2015-12-28 10:30:11,Attack_1,2
2015-12-28 10:30:12,Attack_1,0
2015-12-28 10:30:13,Attack_1,2
2015-12-28 10:30:14,Attack_1,1
2015-12-28 10:30:16,Attack_1,3
2015-12-28 10:30:18,Attack_1,3
2015-12-28 10:30:19,Attack_1,0
2015-12-28 10:30:20,Attack_1,2
2015-12-28 10:30:21,Attack_1,0
2015-12-28 10:30:22,Attack_1,1
2015-12-28 10:30:23,Attack_1,0
2015-12-28 10:30:24,Attack_1,3
2015-12-28 10:30:25,Attack_1,2
2015-12-28 10:30:26,Attack_1,1
2015-12-28 10:30:28,Attack_1,3
2015-12-28 10:30:29,Attack_1,0
2015-12-28 10:30:32,Attack_1,3
2015-12-28 10:30:33,Attack_1,2
2015-12-28 10:30:34,Attack_1,1
2015-12-28 10:30:36,Attack_1,0
2015-12-28 10:30:37,Attack_1,0
2015-12-28 10:30:38,Attack_1,0
2015-12-28 10:30:41,Attack_1,0
2015-12-28 10:30:42,Attack_1,0
2015-12-28 10:30:43,Attack_1,3
2015-12-28 10:30:44,Attack_1,2
2015-12-28 10:30:45,Attack_1,0
2015-12-28 10:30:46,Attack_1,2
2015-12-28 10:30:47,Attack_1,0
2015-12-28 10:30:48,Attack_1,0
2015-12-28 10:30:49,Attack_1,1
2015-12-28 10:30:50,Attack_1,1
2015-12-28 10:30:51,Attack_1,3
2015-12-28 10:30:52,Attack_1,3
2015-12-28 10:30:54,Attack_1,0
2015-12-28 10:30:55,Attack_1,0
2015-12-28 10:30:56,Attack_1,3
2015-12-28 10:30:58,Attack_1,2
2015-12-28 10:30:59,Attack_1,3
2015-12-28 10:31:00,Attack_1,1
2015-12-28 10:31:01,Attack_1,2
2015-12-28 10:31:02,Attack_1,2
2015-12-28 10:31:03,Attack_1,0
2015-12-28 10:31:04,Attack_1,0
2015-12-28 10:31:05,Attack_1,1
2015-12-28 10:31:08,Attack_1,2
2015-12-28 10:31:09,Attack_1,3
2015-12-28 10:31:10,Attack_1,3
2015-12-28 10:31:11,Attack_1,2
2015-12-28 10:31:13,Attack_1,1
2015-12-28 10:31:14,Attack_1,2
2015-12-28 10:31:15,Attack_1,3
2015-12-28 10:31:16,Attack_1,2
2015-12-28 10:31:18,Attack_1,0
2015-12-28 10:31:19,Attack_1,0
2015-12-28 10:31:20,Attack_1,3
2015-12-28 10:31:21,Attack_1,2
2015-12-28 10:31:22,Attack_1,3
2015-12-28 10:31:23,Attack_1,0
2015-12-28 10:31:25,Attack_1,3
2015-12-28 10:31:26,Attack_1,0
2015-12-28 10:31:28,Attack_1,2
2015-12-28 10:31:29,Attack_1,3
2015-12-28 10:31:31,Attack_1,1
2015-12-28 10:31:32,Attack_1,2
2015-12-28 10:31:33,Attack_1,0
2015-12-28 10:31:34,Attack_1,1
2015-12-28 10:31:35,Attack_1,0
2015-12-28 10:31:36,Attack_1,3
2015-12-28 10:31:37,Attack_1,0
2015-12-28 10:31:38,Attack_1,1
2015-12-28 10:31:39,Attack_1,1
2015-12-28 10:31:40,Attack_1,1
2015-12-28 10:31:41,Attack_1,0
2015-12-28 10:31:43,Attack_1,1
2015-12-28 10:31:44,Attack_1,3
2015-12-28 10:31:45,Attack_1,3
2015-12-28 10:31:46,Attack_1,1
2015-12-28 10:31:47,Attack_1,0
2015-12-28 10:31:48,Attack_1,2
2015-12-28 10:31:49,Attack_1,1
2015-12-28 10:31:50,Attack_1,0
2015-12-28 10:31:53,Attack_1,0
2015-12-28 10:31:54,Attack_1,2
2015-12-28 10:31:55,Attack_1,3
2015-12-28 10:31:56,Attack_1,2
2015-12-28 10:31:57,Attack_1,3
2015-12-28 10:31:58,Attack_1,2
2015-12-28 10:32:01,Attack_1,1
2015-12-28 10:32:02,Attack_1,1
2015-12-28 10:32:04,Attack_1,3
2015-12-28 10:32:07,Attack_1,0
2015-12-28 10:32:10,Attack_1,3
2015-12-28 10:32:13,Attack_1,0
2015-12-28 10:32:14,Attack_1,0
2015-12-28 10:32:16,Attack_1,0
2015-12-28 10:32:17,Attack_1,0
2015-12-28 10:32:18,Attack_1,1
2015-12-28 10:32:19,Attack_1,2
2015-12-28 10:32:20,Attack_1,2
2015-12-28 10:32:22,Attack_1,1
2015-12-28 10:32:24,Attack_1,1
2015-12-28 10:32:25,Attack_1,0
2015-12-28 10:32:26,Attack_1,3
2015-12-28 10:32:27,Attack_1,1
2015-12-28 10:32:28,Attack_1,3
2015-12-28 10:32:30,Attack_1,1
2015-12-28 10:32:32,Attack_1,0
2015-12-28 10:32:33,Attack_1,2
2015-12-28 10:32:34,Attack_1,2
2015-12-28 10:32:35,Attack_1,0
2015-12-28 10:32:36,Attack_1,2
2015-12-28 10:32:39,Attack_1,0
2015-12-28 10:32:40,Attack_1,1
2015-12-28 10:32:41,Attack_1,1
2015-12-28 10:32:42,Attack_1,0
2015-12-28 10:32:43,Attack_1,2
2015-12-28 10:32:44,Attack_1,2
2015-12-28 10:32:45,Attack_1,1
2015-12-28 10:32:46,Attack_1,2
2015-12-28 10:32:47,Attack_1,3
2015-12-28 10:32:48,Attack_1,1
2015-12-28 10:32:49,Attack_1,3
2015-12-28 10:32:50,Attack_1,0
2015-12-28 10:32:51,Attack_1,0
2015-12-28 10:32:52,Attack_1,2
2015-12-28 10:32:53,Attack_1,1
2015-12-28 10:32:54,Attack_1,0
2015-12-28 10:32:56,Attack_1,3
2015-12-28 10:32:57,Attack_1,3
2015-12-28 10:32:58,Attack_1,1
2015-12-28 10:32:59,Attack_1,1
2015-12-28 10:33:02,Attack_1,2
2015-12-28 10:33:03,Attack_1,3
2015-12-28 10:33:04,Attack_1,0
2015-12-28 10:33:05,Attack_1,3
2015-12-28 10:33:06,Attack_1,1
2015-12-28 10:33:09,Attack_1,3
2015-12-28 10:33:10,Attack_1,2
2015-12-28 10:33:11,Attack_1,3
2015-12-28 10:33:12,Attack_1,3
2015-12-28 10:33:13,Attack_1,2
2015-12-28 10:33:15,Attack_1,0
2015-12-28 10:33:18,Attack_1,3
2015-12-28 10:33:20,Attack_1,3
2015-12-28 10:33:21,Attack_1,0
2015-12-28 10:33:22,Attack_1,3
2015-12-28 10:33:23,Attack_1,0
2015-12-28 10:33:24,Attack_1,2
2015-12-28 10:33:26,Attack_1,2
2015-12-28 10:33:27,Attack_1,3
2015-12-28 10:33:28,Attack_1,1
2015-12-28 10:33:30,Attack_1,2
2015-12-28 10:33:31,Attack_1,1
2015-12-28 10:33:32,Attack_1,2
2015-12-28 10:33:34,Attack_1,2
2015-12-28 10:33:35,Attack_1,3
2015-12-28 10:33:36,Attack_1,3
2015-12-28 10:33:38,Attack_1,2
2015-12-28 10:33:39,Attack_1,3
2015-12-28 10:33:42,Attack_1,3
2015-12-28 10:33:43,Attack_1,0
2015-12-28 10:33:44,Attack_1,0
2015-12-28 10:33:45,Attack_1,0
2015-12-28 10:33:46,Attack_1,0
2015-12-28 10:33:48,Attack_1,0
2015-12-28 10:33:49,Attack_1,0
2015-12-28 10:33:50,Attack_1,3
2015-12-28 10:33:51,Attack_1,1
2015-12-28 10:33:52,Attack_1,3
2015-12-28 10:33:53,Attack_1,0
2015-12-28 10:33:55,Attack_1,3
2015-12-28 10:33:57,Attack_1,2
2015-12-28 10:33:58,Attack_1,2
2015-12-28 10:33:59,Attack_1,3
2015-12-28 10:34:00,Attack_1,1
2015-12-28 10:34:01,Attack_1,3
2015-12-28 10:34:02,Attack_1,0
2015-12-28 10:34:03,Attack_1,2
2015-12-28 10:34:04,Attack_1,0
2015-12-28 10:34:05,Attack_1,3
2015-12-28 10:34:06,Attack_1,1
2015-12-28 10:34:07,Attack_1,3
2015-12-28 10:34:08,Attack_1,0
2015-12-28 10:34:09,Attack_1,2
2015-12-28 10:34:10,Attack_1,1
2015-12-28 10:34:13,Attack_1,0
2015-12-28 10:34:14,Attack_1,1
2015-12-28 10:34:15,Attack_1,0
2015-12-28 10:34:16,Attack_1,1
2015-12-28 10:34:17,Attack_1,3
2015-12-28 10:34:18,Attack_1,0
2015-12-28 10:34:19,Attack_1,0
2015-12-28 10:34:20,Attack_1,3
2015-12-28 10:34:22,Attack_1,0
2015-12-28 10:34:23,Attack_1,2
2015-12-28 10:34:25,Attack_1,3
2015-12-28 10:34:27,Attack_1,0
2015-12-28 10:34:28,Attack_1,2
2015-12-28 10:34:29,Attack_1,3
2015-12-28 10:34:30,Attack_1,3
2015-12-28 10:34:31,Attack_1,1
2015-12-28 10:34:32,Attack_1,3
2015-12-28 10:34:34,Attack_1,2
2015-12-28 10:34:35,Attack_1,3
2015-12-28 10:34:36,Attack_1,1
2015-12-28 10:34:38,Attack_1,1
2015-12-28 10:34:39,Attack_1,3
2015-12-28 10:34:40,Attack_1,3
2015-12-28 10:34:41,Attack_1,1
2015-12-28 10:34:44,Attack_1,0
2015-12-28 10:34:46,Attack_1,0
2015-12-28 10:34:48,Attack_1,1
2015-12-28 10:34:49,Attack_1,1
2015-12-28 10:34:51,Attack_1,0
2015-12-28 10:34:52,Attack_1,0
2015-12-28 10:34:53,Attack_1,0
2015-12-28 10:34:54,Attack_1,3
2015-12-28 10:34:55,Attack_1,0
2015-12-28 10:34:56,Attack_1,2
2015-12-28 10:34:59,Attack_1,1
2015-12-28 10:35:00,Attack_1,1
2015-12-28 10:35:01,Attack_1,0
2015-12-28 10:35:02,Attack_1,2
2015-12-28 10:35:03,Attack_1,2
2015-12-28 10:35:04,Attack_1,1
2015-12-28 10:35:05,Attack_1,3
2015-12-28 10:35:06,Attack_1,1
2015-12-28 10:35:10,Attack_1,2
2015-12-28 10:35:12,Attack_1,1
2015-12-28 10:35:13,Attack_1,2
2015-12-28 10:35:14,Attack_1,2
2015-12-28 10:35:15,Attack_1,2
2015-12-28 10:35:16,Attack_1,2
2015-12-28 10:35:17,Attack_1,1
2015-12-28 10:35:18,Attack_1,3
2015-12-28 10:35:19,Attack_1,3
2015-12-28 10:35:20,Attack_1,3
2015-12-28 10:35:21,Attack_1,2
2015-12-28 10:35:23,Attack_1,0
2015-12-28 10:35:24,Attack_1,2
2015-12-28 10:35:25,Attack_1,2
2015-12-28 10:35:27,Attack_1,3
2015-12-28 10:35:29,Attack_1,1
2015-12-28 10:35:30,Attack_1,0
2015-12-28 10:35:31,Attack_1,2
2015-12-28 10:35:32,Attack_1,1
2015-12-28 10:35:33,Attack_1,0
2015-12-28 10:35:35,Attack_1,2
2015-12-28 10:35:36,Attack_1,3
2015-12-28 10:35:37,Attack_1,0
2015-12-28 10:35:38,Attack_1,2
2015-12-28 10:35:40,Attack_1,2
2015-12-28 10:35:41,Attack_1,2
2015-12-28 10:35:43,Attack_1,3
2015-12-28 10:35:45,Attack_1,3
2015-12-28 10:35:47,Attack_1,1
2015-12-28 10:35:48,Attack_1,0
2015-12-28 10:35:49,Attack_1,1
2015-12-28 10:35:50,Attack_1,3
2015-12-28 10:35:53,Attack_1,2
2015-12-28 10:35:54,Attack_1,2
2015-12-28 10:35:55,Attack_1,3
2015-12-28 10:35:56,Attack_1,3
2015-12-28 10:35:57,Attack_1,2
2015-12-28 10:35:58,Attack_1,3
2015-12-28 10:35:59,Attack_1,2
2015-12-28 10:36:01,Attack_1,2
2015-12-28 10:36:02,Attack_1,3
2015-12-28 10:36:03,Attack_1,3
2015-12-28 10:36:04,Attack_1,1
2015-12-28 10:36:05,Attack_1,0
2015-12-28 10:36:06,Attack_1,2
2015-12-28 10:36:07,Attack_1,0
2015-12-28 10:36:08,Attack_1,0
2015-12-28 10:36:09,Attack_1,1
2015-12-28 10:36:10,Attack_1,2
2015-12-28 10:36:11,Attack_1,3
2015-12-28 10:36:12,Attack_1,3
2015-12-28 10:36:13,Attack_1,3
2015-12-28 10:36:15,Attack_1,2
2015-12-28 10:36:16,Attack_1,1
2015-12-28 10:36:17,Attack_1,3
2015-12-28 10:36:18,Attack_1,3
2015-12-28 10:36:19,Attack_1,0
2015-12-28 10:36:21,Attack_1,0
2015-12-28 10:36:22,Attack_1,1
2015-12-28 10:36:23,Attack_1,1
2015-12-28 10:36:24,Attack_1,2
2015-12-28 10:36:25,Attack_1,3
2015-12-28 10:36:26,Attack_1,2
2015-12-28 10:36:27,Attack_1,2
2015-12-28 10:36:29,Attack_1,2
2015-12-28 10:36:30,Attack_1,1
2015-12-28 10:36:31,Attack_1,2
2015-12-28 10:36:32,Attack_1,1
2015-12-28 10:36:33,Attack_1,3
2015-12-28 10:36:34,Attack_1,1
2015-12-28 10:36:36,Attack_1,2
2015-12-28 10:36:37,Attack_1,1
2015-12-28 10:36:38,Attack_1,2
2015-12-28 10:36:39,Attack_1,3
2015-12-28 10:36:40,Attack_1,1
2015-12-28 10:36:41,Attack_1,2
2015-12-28 10:36:42,Attack_1,1
2015-12-28 10:36:43,Attack_1,0
2015-12-28 10:36:46,Attack_1,3
2015-12-28 10:36:47,Attack_1,0
2015-12-28 10:36:48,Attack_1,3
2015-12-28 10:36:49,Attack_1,1
2015-12-28 10:36:51,Attack_1,3
2015-12-28 10:36:52,Attack_1,2
2015-12-28 10:36:53,Attack_1,0
2015-12-28 10:36:54,Attack_1,0
2015-12-28 10:36:55,Attack_1,1
2015-12-28 10:36:56,Attack_1,1
2015-12-28 10:36:57,Attack_1,3
2015-12-28 10:37:00,Attack_1,1
2015-12-28 10:37:01,Attack_1,2
2015-12-28 10:37:02,Attack_1,0
2015-12-28 10:37:04,Attack_1,3
2015-12-28 10:37:05,Attack_1,1
2015-12-28 10:37:06,Attack_1,0
2015-12-28 10:37:07,Attack_1,0
2015-12-28 10:37:08,Attack_1,1
2015-12-28 10:37:09,Attack_1,2
2015-12-28 10:37:10,Attack_1,1
2015-12-28 10:37:11,Attack_1,2
2015-12-28 10:37:12,Attack_1,2
2015-12-28 10:37:13,Attack_1,0
2015-12-28 10:37:14,Attack_1,3
2015-12-28 10:37:15,Attack_1,2
2015-12-28 10:37:17,Attack_1,2
2015-12-28 10:37:18,Attack_1,3
2015-12-28 10:37:19,Attack_1,0
2015-12-28 10:37:20,Attack_1,3
2015-12-28 10:37:21,Attack_1,3
2015-12-28 10:37:22,Attack_1,2
2015-12-28 10:37:23,Attack_1,3
2015-12-28 10:37:24,Attack_1,3
2015-12-28 10:37:25,Attack_1,3
2015-12-28 10:37:26,Attack_1,2
2015-12-28 10:37:27,Attack_1,2
2015-12-28 10:37:28,Attack_1,1
2015-12-28 10:37:29,Attack_1,2
2015-12-28 10:37:30,Attack_1,1
2015-12-28 10:37:31,Attack_1,3
2015-12-28 10:37:32,Attack_1,0
2015-12-28 10:37:33,Attack_1,3
2015-12-28 10:37:34,Attack_1,1
2015-12-28 10:37:35,Attack_1,3
2015-12-28 10:37:36,Attack_1,2
2015-12-28 10:37:37,Attack_1,3
2015-12-28 10:37:39,Attack_1,1
2015-12-28 10:37:40,Attack_1,2
2015-12-28 10:37:41,Attack_1,0
2015-12-28 10:37:42,Attack_1,1
2015-12-28 10:37:43,Attack_1,0
2015-12-28 10:37:45,Attack_1,3
2015-12-28 10:37:46,Attack_1,1
2015-12-28 10:37:47,Attack_1,1
2015-12-28 10:37:48,Attack_1,3
2015-12-28 10:37:49,Attack_1,1
2015-12-28 10:37:50,Attack_1,0
2015-12-28 10:37:52,Attack_1,2
2015-12-28 10:37:53,Attack_1,0
2015-12-28 10:37:54,Attack_1,0
2015-12-28 10:37:55,Attack_1,1
2015-12-28 10:37:56,Attack_1,0
2015-12-28 10:37:57,Attack_1,3
2015-12-28 10:37:58,Attack_1,3
2015-12-28 10:37:59,Attack_1,3
2015-12-28 10:38:01,Attack_1,1
2015-12-28 10:38:02,Attack_1,0
2015-12-28 10:38:03,Attack_1,0
2015-12-28 10:38:04,Attack_1,1
2015-12-28 10:38:05,Attack_1,0
2015-12-28 10:38:06,Attack_1,0
2015-12-28 10:38:07,Attack_1,0
2015-12-28 10:38:10,Attack_1,2
2015-12-28 10:38:12,Attack_1,2
2015-12-28 10:38:14,Attack_1,3
2015-12-28 10:38:15,Attack_1,0
2015-12-28 10:38:17,Attack_1,1
2015-12-28 10:38:18,Attack_1,0
2015-12-28 10:38:19,Attack_1,3
2015-12-28 10:38:20,Attack_1,2
2015-12-28 10:38:21,Attack_1,3
2015-12-28 10:38:22,Attack_1,2
2015-12-28 10:38:23,Attack_1,2
2015-12-28 10:38:24,Attack_1,3
2015-12-28 10:38:25,Attack_1,2
2015-12-28 10:38:26,Attack_1,2
2015-12-28 10:38:27,Attack_1,2
2015-12-28 10:38:28,Attack_1,3
2015-12-28 10:38:29,Attack_1,3
2015-12-28 10:38:30,Attack_1,3
2015-12-28 10:38:31,Attack_1,0
2015-12-28 10:38:32,Attack_1,1
2015-12-28 10:38:33,Attack_1,1
2015-12-28 10:38:34,Attack_1,1
2015-12-28 10:38:35,Attack_1,3
2015-12-28 10:38:37,Attack_1,0
2015-12-28 10:38:38,Attack_1,0
2015-12-28 10:38:40,Attack_1,2
2015-12-28 10:38:41,Attack_1,0
2015-12-28 10:38:43,Attack_1,1
2015-12-28 10:38:44,Attack_1,0
2015-12-28 10:38:45,Attack_1,0
2015-12-28 10:38:46,Attack_1,1
2015-12-28 10:38:47,Attack_1,1
2015-12-28 10:38:48,Attack_1,3
2015-12-28 10:38:49,Attack_1,1
2015-12-28 10:38:50,Attack_1,2
2015-12-28 10:38:52,Attack_1,0
2015-12-28 10:38:53,Attack_1,0
2015-12-28 10:38:54,Attack_1,3
2015-12-28 10:38:57,Attack_1,3
2015-12-28 10:38:58,Attack_1,1
2015-12-28 10:38:59,Attack_1,3
2015-12-28 10:39:00,Attack_1,3
2015-12-28 10:39:01,Attack_1,0
2015-12-28 10:39:03,Attack_1,3
2015-12-28 10:39:04,Attack_1,3
2015-12-28 10:39:05,Attack_1,3
2015-12-28 10:39:06,Attack_1,1
2015-12-28 10:39:07,Attack_1,1
2015-12-28 10:39:08,Attack_1,2
2015-12-28 10:39:09,Attack_1,1
2015-12-28 10:39:10,Attack_1,2
2015-12-28 10:39:12,Attack_1,3
2015-12-28 10:39:13,Attack_1,3
2015-12-28 10:39:14,Attack_1,1
2015-12-28 10:39:15,Attack_1,3
2015-12-28 10:39:16,Attack_1,2
2015-12-28 10:39:18,Attack_1,0
2015-12-28 10:39:19,Attack_1,1
2015-12-28 10:39:20,Attack_1,2
2015-12-28 10:39:21,Attack_1,2
2015-12-28 10:39:23,Attack_1,3
2015-12-28 10:39:24,Attack_1,0
2015-12-28 10:39:25,Attack_1,2
2015-12-28 10:39:27,Attack_1,3
2015-12-28 10:39:28,Attack_1,1
2015-12-28 10:39:29,Attack_1,1
2015-12-28 10:39:30,Attack_1,1
2015-12-28 10:39:32,Attack_1,1
2015-12-28 10:39:33,Attack_1,1
2015-12-28 10:39:34,Attack_1,1
2015-12-28 10:39:35,Attack_1,0
2015-12-28 10:39:36,Attack_1,3
2015-12-28 10:39:37,Attack_1,2
2015-12-28 10:39:39,Attack_1,2
2015-12-28 10:39:41,Attack_1,2
2015-12-28 10:39:42,Attack_1,1
2015-12-28 10:39:43,Attack_1,2
2015-12-28 10:39:44,Attack_1,0
2015-12-28 10:39:46,Attack_1,0
2015-12-28 10:39:47,Attack_1,3
2015-12-28 10:39:49,Attack_1,3
2015-12-28 10:39:51,Attack_1,3
2015-12-28 10:39:52,Attack_1,1
2015-12-28 10:39:54,Attack_1,2
2015-12-28 10:39:55,Attack_1,2
2015-12-28 10:39:56,Attack_1,1
2015-12-28 10:39:57,Attack_1,3
2015-12-28 10:39:58,Attack_1,0
2015-12-28 10:40:00,Attack_1,1
2015-12-28 10:40:01,Attack_1,1
2015-12-28 10:40:04,Attack_1,3
2015-12-28 10:40:05,Attack_1,0
2015-12-28 10:40:06,Attack_1,2
2015-12-28 10:40:07,Attack_1,0
2015-12-28 10:40:08,Attack_1,0
2015-12-28 10:40:09,Attack_1,3
2015-12-28 10:40:10,Attack_1,1
2015-12-28 10:40:11,Attack_1,0
2015-12-28 10:40:12,Attack_1,1
2015-12-28 10:40:13,Attack_1,3
2015-12-28 10:40:14,Attack_1,3
2015-12-28 10:40:15,Attack_1,1
2015-12-28 10:40:16,Attack_1,1
2015-12-28 10:40:17,Attack_1,0
2015-12-28 10:40:18,Attack_1,0
2015-12-28 10:40:19,Attack_1,2
2015-12-28 10:40:20,Attack_1,2
2015-12-28 10:40:22,Attack_1,0
2015-12-28 10:40:23,Attack_1,3
2015-12-28 10:40:24,Attack_1,2
2015-12-28 10:40:26,Attack_1,0
2015-12-28 10:40:27,Attack_1,2
2015-12-28 10:40:29,Attack_1,1
2015-12-28 10:40:30,Attack_1,2
2015-12-28 10:40:31,Attack_1,2
2015-12-28 10:40:32,Attack_1,2
2015-12-28 10:40:33,Attack_1,2
2015-12-28 10:40:36,Attack_1,3
2015-12-28 10:40:37,Attack_1,0
2015-12-28 10:40:38,Attack_1,3
2015-12-28 10:40:39,Attack_1,3
2015-12-28 10:40:40,Attack_1,1
2015-12-28 10:40:42,Attack_1,2
2015-12-28 10:40:43,Attack_1,2
2015-12-28 10:40:44,Attack_1,2
2015-12-28 10:40:45,Attack_1,0
2015-12-28 10:40:47,Attack_1,2
2015-12-28 10:40:48,Attack_1,0
2015-12-28 10:40:49,Attack_1,0
2015-12-28 10:40:50,Attack_1,2
2015-12-28 10:40:52,Attack_1,3
2015-12-28 10:40:53,Attack_1,0
2015-12-28 10:40:54,Attack_1,0
2015-12-28 10:40:55,Attack_1,1
2015-12-28 10:40:56,Attack_1,2
2015-12-28 10:40:57,Attack_1,1
2015-12-28 10:40:58,Attack_1,2
2015-12-28 10:40:59,Attack_1,2
2015-12-28 10:41:00,Attack_1,1
2015-12-28 10:41:01,Attack_1,0
2015-12-28 10:41:02,Attack_1,2
2015-12-28 10:41:03,Attack_1,3
2015-12-28 10:41:04,Attack_1,2
2015-12-28 10:41:05,Attack_1,3
2015-12-28 10:41:06,Attack_1,2
2015-12-28 10:41:07,Attack_1,3
2015-12-28 10:41:09,Attack_1,0
2015-12-28 10:41:10,Attack_1,0
2015-12-28 10:41:11,Attack_1,1
2015-12-28 10:41:12,Attack_1,2
2015-12-28 10:41:15,Attack_1,0
2015-12-28 10:41:16,Attack_1,2
2015-12-28 10:41:17,Attack_1,3
2015-12-28 10:41:18,Attack_1,1
2015-12-28 10:41:21,Attack_1,2
2015-12-28 10:41:22,Attack_1,3
2015-12-28 10:41:23,Attack_1,0
2015-12-28 10:41:24,Attack_1,1
2015-12-28 10:41:25,Attack_1,3
2015-12-28 10:41:26,Attack_1,1
2015-12-28 10:41:27,Attack_1,2
2015-12-28 10:41:28,Attack_1,2
2015-12-28 10:41:29,Attack_1,0
2015-12-28 10:41:30,Attack_1,0
2015-12-28 10:41:31,Attack_1,1
2015-12-28 10:41:32,Attack_1,2
2015-12-28 10:41:34,Attack_1,0
2015-12-28 10:41:35,Attack_1,1
2015-12-28 10:41:36,Attack_1,2
2015-12-28 10:41:37,Attack_1,0
2015-12-28 10:41:38,Attack_1,2
2015-12-28 10:41:39,Attack_1,3
2015-12-28 10:41:40,Attack_1,0
2015-12-28 10:41:42,Attack_1,1
2015-12-28 10:41:43,Attack_1,0
2015-12-28 10:41:46,Attack_1,2
2015-12-28 10:41:47,Attack_1,1
2015-12-28 10:41:49,Attack_1,1
2015-12-28 10:41:50,Attack_1,2
2015-12-28 10:41:51,Attack_1,3
2015-12-28 10:41:52,Attack_1,1
2015-12-28 10:41:53,Attack_1,1
2015-12-28 10:41:54,Attack_1,2
2015-12-28 10:41:55,Attack_1,2
2015-12-28 10:41:56,Attack_1,2
2015-12-28 10:41:57,Attack_1,3
2015-12-28 10:41:58,Attack_1,1
2015-12-28 10:41:59,Attack_1,1
2015-12-28 10:42:00,Attack_1,0
2015-12-28 10:42:01,Attack_1,2
2015-12-28 10:42:02,Attack_1,2
2015-12-28 10:42:04,Attack_1,3
2015-12-28 10:42:05,Attack_1,2
2015-12-28 10:42:06,Attack_1,0
2015-12-28 10:42:08,Attack_1,3
2015-12-28 10:42:09,Attack_1,1
2015-12-28 10:42:10,Attack_1,0
2015-12-28 10:42:11,Attack_1,2
2015-12-28 10:42:12,Attack_1,0
2015-12-28 10:42:13,Attack_1,1
2015-12-28 10:42:14,Attack_1,2
2015-12-28 10:42:15,Attack_1,2
2015-12-28 10:42:16,Attack_1,2
2015-12-28 10:42:17,Attack_1,0
2015-12-28 10:42:18,Attack_1,1
2015-12-28 10:42:19,Attack_1,0
2015-12-28 10:42:21,Attack_1,1
2015-12-28 10:42:22,Attack_1,1
2015-12-28 10:42:23,Attack_1,3
2015-12-28 10:42:24,Attack_1,1
2015-12-28 10:42:25,Attack_1,3
2015-12-28 10:42:26,Attack_1,1
2015-12-28 10:42:27,Attack_1,3
2015-12-28 10:42:28,Attack_1,0
2015-12-28 10:42:29,Attack_1,1
2015-12-28 10:42:30,Attack_1,3
2015-12-28 10:42:31,Attack_1,0
2015-12-28 10:42:32,Attack_1,0
2015-12-28 10:42:33,Attack_1,3
2015-12-28 10:42:34,Attack_1,2
2015-12-28 10:42:35,Attack_1,0
2015-12-28 10:42:36,Attack_1,2
2015-12-28 10:42:37,Attack_1,3
2015-12-28 10:42:38,Attack_1,3
2015-12-28 10:42:41,Attack_1,2
2015-12-28 10:42:43,Attack_1,2
2015-12-28 10:42:44,Attack_1,1
2015-12-28 10:42:45,Attack_1,1
2015-12-28 10:42:46,Attack_1,2
2015-12-28 10:42:47,Attack_1,3
2015-12-28 10:42:48,Attack_1,2
2015-12-28 10:42:49,Attack_1,0
2015-12-28 10:42:50,Attack_1,0
2015-12-28 10:42:51,Attack_1,2
2015-12-28 10:42:52,Attack_1,1
2015-12-28 10:42:53,Attack_1,2
2015-12-28 10:42:54,Attack_1,0
2015-12-28 10:42:55,Attack_1,3
2015-12-28 10:42:56,Attack_1,3
